row	strain	query	array	present	category
6804	RPN5g1-COG1-TRg-1	RPN5g1	COG1-TRg-1	yes	double
6805	RPN5g1-RPL32-NRg-2	RPN5g1	RPL32-NRg-2	yes	double
6806	RPN5g1-GLC7-NRg-3	RPN5g1	GLC7-NRg-3	yes	double
6807	RPN5g1-GLC7-NRg-4	RPN5g1	GLC7-NRg-4	yes	double
6808	RPN5g1-HSF1-TRg-2	RPN5g1	HSF1-TRg-2	yes	double
6809	RPN5g1-DAM1-NRg-5	RPN5g1	DAM1-NRg-5	yes	double
6810	RPN5g1-SEC18-TRg-4	RPN5g1	SEC18-TRg-4	yes	double
6811	RPN5g1-SEC18-TRg-5	RPN5g1	SEC18-TRg-5	yes	double
6812	RPN5g1-PAB1-NRg-3	RPN5g1	PAB1-NRg-3	yes	double
6813	RPN5g1-POP8-TRg-2	RPN5g1	POP8-TRg-2	yes	double
6814	RPN5g1-PAB1-NRg-4	RPN5g1	PAB1-NRg-4	yes	double
6815	RPN5g1-BIG1-TRg-4	RPN5g1	BIG1-TRg-4	yes	double
6816	RPN5g1-BIG1-TRg-5	RPN5g1	BIG1-TRg-5	yes	double
6817	RPN5g1-BIG1-TRg-6	RPN5g1	BIG1-TRg-6	yes	double
6818	RPN5g1-RPO41-NRg-1	RPN5g1	RPO41-NRg-1	yes	double
6819	RPN5g1-RVB2-NRg-2	RPN5g1	RVB2-NRg-2	yes	double
6820	RPN5g1-PET117-NRg-8	RPN5g1	PET117-NRg-8	yes	double
6821	RPN5g1-VPS45-NRg-9	RPN5g1	VPS45-NRg-9	yes	double
6822	RPN5g1-YCG1-NRg-1	RPN5g1	YCG1-NRg-1	yes	double
6823	RPN5g1-NOC4-NRg-1	RPN5g1	NOC4-NRg-1	yes	double
6824	RPN5g1-NMD3-NRg-2	RPN5g1	NMD3-NRg-2	yes	double
6825	RPN5g1-DRS1-TRg-2	RPN5g1	DRS1-TRg-2	yes	double
6826	RPN5g1-HTB1-NRg-2	RPN5g1	HTB1-NRg-2	yes	double
6827	RPN5g1-IPI1-TRg-2	RPN5g1	IPI1-TRg-2	yes	double
6828	RPN5g1-SEC18-NRg-1	RPN5g1	SEC18-NRg-1	yes	double
6829	RPN5g1-SEC18-NRg-2	RPN5g1	SEC18-NRg-2	yes	double
6830	RPN5g1-JIP5-NRg-2	RPN5g1	JIP5-NRg-2	yes	double
6831	RPN5g1-YPT1-TRg-3	RPN5g1	YPT1-TRg-3	yes	double
6832	RPN5g1-YPT1-TRg-2	RPN5g1	YPT1-TRg-2	yes	double
6833	RPN5g1-CLF1-NRg-2	RPN5g1	CLF1-NRg-2	yes	double
6834	RPN5g1-SNF2-NRg-7	RPN5g1	SNF2-NRg-7	yes	double
6835	RPN5g1-SNF2-NRg-4	RPN5g1	SNF2-NRg-4	yes	double
6836	RPN5g1-RPL25-NRg-1	RPN5g1	RPL25-NRg-1	yes	double
6837	RPN5g1-NOP56-TRg-1	RPN5g1	NOP56-TRg-1	yes	double
6838	RPN5g1-NOP56-TRg-2	RPN5g1	NOP56-TRg-2	yes	double
6839	RPN5g1-TRS31-TRg-1	RPN5g1	TRS31-TRg-1	yes	double
6840	RPN5g1-DBF4-TRg-2	RPN5g1	DBF4-TRg-2	yes	double
6841	RPN5g1-DBF4-TRg-1	RPN5g1	DBF4-TRg-1	yes	double
6842	RPN5g1-RPC19-TRg-4	RPN5g1	RPC19-TRg-4	yes	double
6843	RPN5g1-RPC19-TRg-6	RPN5g1	RPC19-TRg-6	yes	double
6844	RPN5g1-RPC19-TRg-3	RPN5g1	RPC19-TRg-3	yes	double
6845	RPN5g1-ROK1-NRg-1	RPN5g1	ROK1-NRg-1	yes	double
6846	RPN5g1-CDC33-TRg-4	RPN5g1	CDC33-TRg-4	yes	double
6847	RPN5g1-DHR2-TRg-3	RPN5g1	DHR2-TRg-3	yes	double
6848	RPN5g1-RRP42-NRg-5	RPN5g1	RRP42-NRg-5	yes	double
6849	RPN5g1-CLF1-TRg-1	RPN5g1	CLF1-TRg-1	yes	double
6850	RPN5g1-ERG11-NA-16	RPN5g1	ERG11-NA-16	yes	double
6851	RPN5g1-VAS1-NRg-4	RPN5g1	VAS1-NRg-4	yes	double
6852	RPN5g1-PIK1-NRg-2	RPN5g1	PIK1-NRg-2	yes	double
6853	RPN5g1-SAR1-NRg-7	RPN5g1	SAR1-NRg-7	yes	double
6854	RPN5g1-SAR1-NRg-4	RPN5g1	SAR1-NRg-4	yes	double
6855	RPN5g1-RPS3-TRg-1	RPN5g1	RPS3-TRg-1	yes	double
6856	RPN5g1-YTM1-TRg-2	RPN5g1	YTM1-TRg-2	yes	double
6857	RPN5g1-SUI3-NRg-5	RPN5g1	SUI3-NRg-5	yes	double
6858	RPN5g1-SUI3-NRg-2	RPN5g1	SUI3-NRg-2	yes	double
6859	RPN5g1-RRP7-TRg-4	RPN5g1	RRP7-TRg-4	yes	double
6860	RPN5g1-RRP7-TRg-6	RPN5g1	RRP7-TRg-6	yes	double
6861	RPN5g1-NIP7-TRg-2	RPN5g1	NIP7-TRg-2	yes	double
6862	RPN5g1-MDM35-TRg-1	RPN5g1	MDM35-TRg-1	yes	double
6863	RPN5g1-ALA1-NRg-1	RPN5g1	ALA1-NRg-1	yes	double
6864	RPN5g1-DOA4-NRg-2	RPN5g1	DOA4-NRg-2	yes	double
6865	RPN5g1-RPS13-NRg-1	RPN5g1	RPS13-NRg-1	yes	double
6866	RPN5g1-YSF3-TRg-2	RPN5g1	YSF3-TRg-2	yes	double
6867	RPN5g1-RPS2-NRg-11	RPN5g1	RPS2-NRg-11	yes	double
6868	RPN5g1-SSL1-TRg-10	RPN5g1	SSL1-TRg-10	yes	double
6869	RPN5g1-NIP7-TRg-1	RPN5g1	NIP7-TRg-1	yes	double
6870	RPN5g1-LST8-NRg-1	RPN5g1	LST8-NRg-1	yes	double
6871	RPN5g1-TAF4-TRg-3	RPN5g1	TAF4-TRg-3	yes	double
6872	RPN5g1-HAS1-TRg-2	RPN5g1	HAS1-TRg-2	yes	double
6873	RPN5g1-GLC7-TRg-2	RPN5g1	GLC7-TRg-2	yes	double
6874	RPN5g1-CDC45-NRg-1	RPN5g1	CDC45-NRg-1	yes	double
6875	RPN5g1-SEC22-NRg-8	RPN5g1	SEC22-NRg-8	yes	double
6876	RPN5g1-YOS1-TRg-2	RPN5g1	YOS1-TRg-2	yes	double
6877	RPN5g1-RBA50-TRg-3	RPN5g1	RBA50-TRg-3	yes	double
6878	RPN5g1-SPP41-NRg-2	RPN5g1	SPP41-NRg-2	yes	double
6879	RPN5g1-PRP46-TRg-2	RPN5g1	PRP46-TRg-2	yes	double
6880	RPN5g1-PGA2-NRg-1	RPN5g1	PGA2-NRg-1	yes	double
6881	RPN5g1-CBF5-TRg-3	RPN5g1	CBF5-TRg-3	yes	double
6882	RPN5g1-TCP1-NRg-3	RPN5g1	TCP1-NRg-3	yes	double
6883	RPN5g1-TCP1-NRg-2	RPN5g1	TCP1-NRg-2	yes	double
6884	RPN5g1-ERG26-NRg-2	RPN5g1	ERG26-NRg-2	yes	double
6885	RPN5g1-ERG26-NRg-4	RPN5g1	ERG26-NRg-4	yes	double
6886	RPN5g1-MES1-TRg-5	RPN5g1	MES1-TRg-5	yes	double
6887	RPN5g1-HTS1-TRg-2	RPN5g1	HTS1-TRg-2	yes	double
6888	RPN5g1-SSS1-TRg-3	RPN5g1	SSS1-TRg-3	yes	double
6889	RPN5g1-SSS1-TRg-2	RPN5g1	SSS1-TRg-2	yes	double
6890	RPN5g1-SYS1-TRg-7	RPN5g1	SYS1-TRg-7	yes	double
6891	RPN5g1-SYS1-TRg-2	RPN5g1	SYS1-TRg-2	yes	double
6892	RPN5g1-SYS1-TRg-1	RPN5g1	SYS1-TRg-1	yes	double
6893	RPN5g1-BFR2-TRg-1	RPN5g1	BFR2-TRg-1	yes	double
6894	RPN5g1-EOS1-TRg-3	RPN5g1	EOS1-TRg-3	yes	double
6895	RPN5g1-TAF4-NRg-1	RPN5g1	TAF4-NRg-1	yes	double
6896	RPN5g1-ARL3-NRg-8	RPN5g1	ARL3-NRg-8	yes	double
6897	RPN5g1-RPN5-NRg-1	RPN5g1	RPN5-NRg-1	yes	double
6898	RPN5g1-TIM9-NRg-2	RPN5g1	TIM9-NRg-2	yes	double
6899	RPN5g1-NUP57-NRg-3	RPN5g1	NUP57-NRg-3	yes	double
6900	RPN5g1-VPS4-TRg-1	RPN5g1	VPS4-TRg-1	yes	double
6901	RPN5g1-CDC3-TRg-4	RPN5g1	CDC3-TRg-4	yes	double
6902	RPN5g1-BBP1-NRg-1	RPN5g1	BBP1-NRg-1	yes	double
6903	RPN5g1-BBP1-NRg-2	RPN5g1	BBP1-NRg-2	yes	double
6904	RPN5g1-USE1-NRg-3	RPN5g1	USE1-NRg-3	yes	double
6905	RPN5g1-CCT7-TRg-1	RPN5g1	CCT7-TRg-1	yes	double
6906	RPN5g1-SAH1-TRg-3	RPN5g1	SAH1-TRg-3	yes	double
6907	RPN5g1-CHS2-TRg-1	RPN5g1	CHS2-TRg-1	yes	double
6908	RPN5g1-DPM1-TRg-2	RPN5g1	DPM1-TRg-2	yes	double
6909	RPN5g1-BBP1-TRg-1	RPN5g1	BBP1-TRg-1	yes	double
6910	RPN5g1-NRD1-TRg-4	RPN5g1	NRD1-TRg-4	yes	double
6911	RPN5g1-RPB3-NRg-1	RPN5g1	RPB3-NRg-1	yes	double
6912	RPN5g1-PHO85-NRg-6	RPN5g1	PHO85-NRg-6	yes	double
6913	RPN5g1-SNF6-TRg-6	RPN5g1	SNF6-TRg-6	yes	double
6914	RPN5g1-PRP38-NRg-2	RPN5g1	PRP38-NRg-2	yes	double
6915	RPN5g1-OAR1-NRg-3	RPN5g1	OAR1-NRg-3	yes	double
6916	RPN5g1-ROX3-NRg-1	RPN5g1	ROX3-NRg-1	yes	double
6917	RPN5g1-YPP1-TRg-6	RPN5g1	YPP1-TRg-6	yes	double
6918	RPN5g1-CBF2-NRg-8	RPN5g1	CBF2-NRg-8	yes	double
6919	RPN5g1-SPT6-TRg-5	RPN5g1	SPT6-TRg-5	yes	double
6920	RPN5g1-SEC10-NRg-1	RPN5g1	SEC10-NRg-1	yes	double
6921	RPN5g1-NSL1-NRg-3	RPN5g1	NSL1-NRg-3	yes	double
6922	RPN5g1-NRD1-NRg-8	RPN5g1	NRD1-NRg-8	yes	double
6923	RPN5g1-RPB3-TRg-1	RPN5g1	RPB3-TRg-1	yes	double
6924	RPN5g1-NRD1-NRg-4	RPN5g1	NRD1-NRg-4	yes	double
6925	RPN5g1-RVB1-TRg-2	RPN5g1	RVB1-TRg-2	yes	double
6926	RPN5g1-TIF5-NRg-8	RPN5g1	TIF5-NRg-8	yes	double
6927	RPN5g1-EOS1-NRg-1	RPN5g1	EOS1-NRg-1	yes	double
6928	RPN5g1-ERG25-NA-26	RPN5g1	ERG25-NA-26	yes	double
6929	RPN5g1-MSL5-NRg-4	RPN5g1	MSL5-NRg-4	yes	double
6930	RPN5g1-SEC24-TRg-2	RPN5g1	SEC24-TRg-2	yes	double
6931	RPN5g1-RPL30-NRg-5	RPN5g1	RPL30-NRg-5	yes	double
6932	RPN5g1-SNU71-NRg-3	RPN5g1	SNU71-NRg-3	yes	double
6933	RPN5g1-CDC33-NRg-1	RPN5g1	CDC33-NRg-1	yes	double
6934	RPN5g1-RPN6-TRg-4	RPN5g1	RPN6-TRg-4	yes	double
6935	RPN5g1-NAB2-TRg-4	RPN5g1	NAB2-TRg-4	yes	double
6936	RPN5g1-NAB2-TRg-6	RPN5g1	NAB2-TRg-6	yes	double
6937	RPN5g1-YTM1-NRg-1	RPN5g1	YTM1-NRg-1	yes	double
6938	RPN5g1-OLE1-TRg-8	RPN5g1	OLE1-TRg-8	yes	double
6939	RPN5g1-OLE1-TRg-1	RPN5g1	OLE1-TRg-1	yes	double
6940	RPN5g1-UTP7-TRg-4	RPN5g1	UTP7-TRg-4	yes	double
6941	RPN5g1-ACT1-NRg-6	RPN5g1	ACT1-NRg-6	yes	double
6942	RPN5g1-RPL18A-NRg-3	RPN5g1	RPL18A-NRg-3	yes	double
6943	RPN5g1-BRX1-NRg-1	RPN5g1	BRX1-NRg-1	yes	double
6944	RPN5g1-NAF1-TRg-8	RPN5g1	NAF1-TRg-8	yes	double
6945	RPN5g1-NAF1-TRg-6	RPN5g1	NAF1-TRg-6	yes	double
6946	RPN5g1-NAF1-TRg-4	RPN5g1	NAF1-TRg-4	yes	double
6947	RPN5g1-CDC8-TRg-2	RPN5g1	CDC8-TRg-2	yes	double
6948	RPN5g1-NSE4-TRg-1	RPN5g1	NSE4-TRg-1	yes	double
6949	RPN5g1-PAB1-NRg-2	RPN5g1	PAB1-NRg-2	yes	double
6950	RPN5g1-PRP43-TRg-4	RPN5g1	PRP43-TRg-4	yes	double
6951	RPN5g1-SEC2-NRg-3	RPN5g1	SEC2-NRg-3	yes	double
6952	RPN5g1-SEC2-NRg-6	RPN5g1	SEC2-NRg-6	yes	double
6953	RPN5g1-MPP10-NRg-5	RPN5g1	MPP10-NRg-5	yes	double
6954	RPN5g1-YDR355C-TRg-2	RPN5g1	YDR355C-TRg-2	yes	double
6955	RPN5g1-YLR339C-TRg-9	RPN5g1	YLR339C-TRg-9	yes	double
6956	RPN5g1-SNM1-TRg-2	RPN5g1	SNM1-TRg-2	yes	double
6957	RPN5g1-ALR1-NRg-4	RPN5g1	ALR1-NRg-4	yes	double
6958	RPN5g1-ALR1-NRg-1	RPN5g1	ALR1-NRg-1	yes	double
6959	RPN5g1-ALR1-NRg-3	RPN5g1	ALR1-NRg-3	yes	double
6960	RPN5g1-RPL10-TRg-1	RPN5g1	RPL10-TRg-1	yes	double
6961	RPN5g1-RPL28-TRg-2	RPN5g1	RPL28-TRg-2	yes	double
6962	RPN5g1-UTP25-TRg-1	RPN5g1	UTP25-TRg-1	yes	double
6963	RPN5g1-POB3-TRg-1	RPN5g1	POB3-TRg-1	yes	double
6964	RPN5g1-POB3-TRg-3	RPN5g1	POB3-TRg-3	yes	double
6965	RPN5g1-POB3-TRg-2	RPN5g1	POB3-TRg-2	yes	double
6966	RPN5g1-MED11-TRg-1	RPN5g1	MED11-TRg-1	yes	double
6967	RPN5g1-ISA1-TRg-15	RPN5g1	ISA1-TRg-15	yes	double
6968	RPN5g1-RRP1-NRg-1	RPN5g1	RRP1-NRg-1	yes	double
6969	RPN5g1-MES1-NRg-1	RPN5g1	MES1-NRg-1	yes	double
6970	RPN5g1-SEC13-NRg-5	RPN5g1	SEC13-NRg-5	yes	double
6971	RPN5g1-MCM2-NRg-2	RPN5g1	MCM2-NRg-2	yes	double
6972	RPN5g1-ALA1-TRg-4	RPN5g1	ALA1-TRg-4	yes	double
6973	RPN5g1-MTG2-TRg-5	RPN5g1	MTG2-TRg-5	yes	double
6974	RPN5g1-TIF35-NRg-3	RPN5g1	TIF35-NRg-3	yes	double
6975	RPN5g1-NSE1-TRg-3	RPN5g1	NSE1-TRg-3	yes	double
6976	RPN5g1-NSE1-TRg-4	RPN5g1	NSE1-TRg-4	yes	double
6977	RPN5g1-MOB2-NRg-6	RPN5g1	MOB2-NRg-6	yes	double
6978	RPN5g1-VRG4-NRg-3	RPN5g1	VRG4-NRg-3	yes	double
6979	RPN5g1-PRP9-TRg-3	RPN5g1	PRP9-TRg-3	yes	double
6980	RPN5g1-HYM1-TRg-5	RPN5g1	HYM1-TRg-5	yes	double
6981	RPN5g1-POP1-TRg-5	RPN5g1	POP1-TRg-5	yes	double
6982	RPN5g1-POP1-TRg-9	RPN5g1	POP1-TRg-9	yes	double
6983	RPN5g1-RPL17A-TRg-1	RPN5g1	RPL17A-TRg-1	yes	double
6984	RPN5g1-SLD2-TRg-1	RPN5g1	SLD2-TRg-1	yes	double
6985	RPN5g1-CDC48-NRg-7	RPN5g1	CDC48-NRg-7	yes	double
6986	RPN5g1-FHL1-NRg-2	RPN5g1	FHL1-NRg-2	yes	double
6987	RPN5g1-BET3-NRg-7	RPN5g1	BET3-NRg-7	yes	double
6988	RPN5g1-MAK21-TRg-1	RPN5g1	MAK21-TRg-1	yes	double
6989	RPN5g1-BRN1-TRg-4	RPN5g1	BRN1-TRg-4	yes	double
6990	RPN5g1-FBA1-NRg-3	RPN5g1	FBA1-NRg-3	yes	double
6991	RPN5g1-CDC42-TRg-6	RPN5g1	CDC42-TRg-6	yes	double
6992	RPN5g1-CDC42-TRg-7	RPN5g1	CDC42-TRg-7	yes	double
6993	RPN5g1-COG4-NRg-1	RPN5g1	COG4-NRg-1	yes	double
6994	RPN5g1-ATP3-NRg-3	RPN5g1	ATP3-NRg-3	yes	double
6995	RPN5g1-ATP3-NRg-2	RPN5g1	ATP3-NRg-2	yes	double
6996	RPN5g1-SMP3-TRg-5	RPN5g1	SMP3-TRg-5	yes	double
6997	RPN5g1-CFT2-NRg-2	RPN5g1	CFT2-NRg-2	yes	double
6998	RPN5g1-FAS2-TRg-5	RPN5g1	FAS2-TRg-5	yes	double
6999	RPN5g1-DBP2-NRg-3	RPN5g1	DBP2-NRg-3	yes	double
7000	RPN5g1-DBP2-NRg-2	RPN5g1	DBP2-NRg-2	yes	double
7001	RPN5g1-MPS2-NRg-4	RPN5g1	MPS2-NRg-4	yes	double
7002	RPN5g1-ARC35-TRg-2	RPN5g1	ARC35-TRg-2	yes	double
7003	RPN5g1-ARC35-TRg-5	RPN5g1	ARC35-TRg-5	yes	double
7004	RPN5g1-MRD1-TRg-1	RPN5g1	MRD1-TRg-1	yes	double
7005	RPN5g1-RLP7-TRg-1	RPN5g1	RLP7-TRg-1	yes	double
7006	RPN5g1-SPC34-TRg-1	RPN5g1	SPC34-TRg-1	yes	double
7007	RPN5g1-CDC45-TRg-2	RPN5g1	CDC45-TRg-2	yes	double
7008	RPN5g1-GCD6-TRg-3	RPN5g1	GCD6-TRg-3	yes	double
7009	RPN5g1-GCD6-TRg-4	RPN5g1	GCD6-TRg-4	yes	double
7010	RPN5g1-YPT6-NRg-2	RPN5g1	YPT6-NRg-2	yes	double
7011	RPN5g1-RPS13-TRg-2	RPN5g1	RPS13-TRg-2	yes	double
7012	RPN5g1-IPI3-TRg-3	RPN5g1	IPI3-TRg-3	yes	double
7013	RPN5g1-TIF5-NRg-9	RPN5g1	TIF5-NRg-9	yes	double
7014	RPN5g1-TIF5-NRg-7	RPN5g1	TIF5-NRg-7	yes	double
7015	RPN5g1-TIF5-NRg-6	RPN5g1	TIF5-NRg-6	yes	double
7016	RPN5g1-NAB3-TRg-3	RPN5g1	NAB3-TRg-3	yes	double
7017	RPN5g1-GCD2-TRg-1	RPN5g1	GCD2-TRg-1	yes	double
7018	RPN5g1-UBA1-TRg-2	RPN5g1	UBA1-TRg-2	yes	double
7019	RPN5g1-SLD3-TRg-6	RPN5g1	SLD3-TRg-6	yes	double
7020	RPN5g1-LCB1-TRg-5	RPN5g1	LCB1-TRg-5	yes	double
7021	RPN5g1-TOA2-TRg-6	RPN5g1	TOA2-TRg-6	yes	double
7022	RPN5g1-TOA2-TRg-1	RPN5g1	TOA2-TRg-1	yes	double
7023	RPN5g1-TOA2-TRg-3	RPN5g1	TOA2-TRg-3	yes	double
7024	RPN5g1-LSM2-TRg-1	RPN5g1	LSM2-TRg-1	yes	double
7025	RPN5g1-YML6-TRg-13	RPN5g1	YML6-TRg-13	yes	double
7026	RPN5g1-YML6-TRg-12	RPN5g1	YML6-TRg-12	yes	double
7027	RPN5g1-UTP15-NRg-1	RPN5g1	UTP15-NRg-1	yes	double
7028	RPN5g1-TIF6-NRg-8	RPN5g1	TIF6-NRg-8	yes	double
7029	RPN5g1-SUP35-NRg-1	RPN5g1	SUP35-NRg-1	yes	double
7030	RPN5g1-MPP10-NRg-1	RPN5g1	MPP10-NRg-1	yes	double
7031	RPN5g1-SWI3-TRg-7	RPN5g1	SWI3-TRg-7	yes	double
7032	RPN5g1-SSN3-NRg-2	RPN5g1	SSN3-NRg-2	yes	double
7033	RPN5g1-SEC13-NRg-7	RPN5g1	SEC13-NRg-7	yes	double
7034	RPN5g1-RPS15-NRg-3	RPN5g1	RPS15-NRg-3	yes	double
7035	RPN5g1-RPL3-TRg-2	RPN5g1	RPL3-TRg-2	yes	double
7036	RPN5g1-FBA1-NRg-2	RPN5g1	FBA1-NRg-2	yes	double
7037	RPN5g1-FBA1-NRg-1	RPN5g1	FBA1-NRg-1	yes	double
7038	RPN5g1-FBA1-NRg-5	RPN5g1	FBA1-NRg-5	yes	double
7039	RPN5g1-DAM1-TRg-2	RPN5g1	DAM1-TRg-2	yes	double
7040	RPN5g1-NHP2-TRg-2	RPN5g1	NHP2-TRg-2	yes	double
7041	RPN5g1-HCA4-NRg-6	RPN5g1	HCA4-NRg-6	yes	double
7042	RPN5g1-PRE3-TRg-4	RPN5g1	PRE3-TRg-4	yes	double
7043	RPN5g1-DBP5-NRg-4	RPN5g1	DBP5-NRg-4	yes	double
7044	RPN5g1-SPT6-NRg-4	RPN5g1	SPT6-NRg-4	yes	double
7045	RPN5g1-SPT6-NRg-2	RPN5g1	SPT6-NRg-2	yes	double
7046	RPN5g1-RPL18A-TRg-4	RPN5g1	RPL18A-TRg-4	yes	double
7047	RPN5g1-KSH1-TRg-1	RPN5g1	KSH1-TRg-1	yes	double
7048	RPN5g1-KSH1-TRg-3	RPN5g1	KSH1-TRg-3	yes	double
7049	RPN5g1-IPI3-NRg-1	RPN5g1	IPI3-NRg-1	yes	double
7050	RPN5g1-PGA2-TRg-8	RPN5g1	PGA2-TRg-8	yes	double
7051	RPN5g1-RPL18A-TRg-2	RPN5g1	RPL18A-TRg-2	yes	double
7052	RPN5g1-RPL33A-NRg-6	RPN5g1	RPL33A-NRg-6	yes	double
7053	RPN5g1-TAF12-NRg-2	RPN5g1	TAF12-NRg-2	yes	double
7054	RPN5g1-USE1-TRg-5	RPN5g1	USE1-TRg-5	yes	double
7055	RPN5g1-YNL114C-TRg-1	RPN5g1	YNL114C-TRg-1	yes	double
7056	RPN5g1-SMC5-TRg-7	RPN5g1	SMC5-TRg-7	yes	double
7057	RPN5g1-SMC5-TRg-6	RPN5g1	SMC5-TRg-6	yes	double
7058	RPN5g1-RSC58-TRg-1	RPN5g1	RSC58-TRg-1	yes	double
7059	RPN5g1-CTF13-TRg-2	RPN5g1	CTF13-TRg-2	yes	double
7060	RPN5g1-NAB2-NRg-2	RPN5g1	NAB2-NRg-2	yes	double
7061	RPN5g1-MCM7-TRg-4	RPN5g1	MCM7-TRg-4	yes	double
7062	RPN5g1-BCP1-NRg-5	RPN5g1	BCP1-NRg-5	yes	double
7063	RPN5g1-STU2-TRg-3	RPN5g1	STU2-TRg-3	yes	double
7064	RPN5g1-SEC21-NRg-6	RPN5g1	SEC21-NRg-6	yes	double
7065	RPN5g1-SEC21-NRg-3	RPN5g1	SEC21-NRg-3	yes	double
7066	RPN5g1-RPL1B-TRg-3	RPN5g1	RPL1B-TRg-3	yes	double
7067	RPN5g1-SEC20-NRg-2	RPN5g1	SEC20-NRg-2	yes	double
7068	RPN5g1-VMA3-NRg-2	RPN5g1	VMA3-NRg-2	yes	double
7069	RPN5g1-SEC23-NRg-5	RPN5g1	SEC23-NRg-5	yes	double
7070	RPN5g1-CDC28-TRg-4	RPN5g1	CDC28-TRg-4	yes	double
7071	RPN5g1-RPN12-NRg-11	RPN5g1	RPN12-NRg-11	yes	double
7072	RPN5g1-PUP3-TRg-3	RPN5g1	PUP3-TRg-3	yes	double
7073	RPN5g1-SEC31-TRg-2	RPN5g1	SEC31-TRg-2	yes	double
7074	RPN5g1-SED5-TRg-6	RPN5g1	SED5-TRg-6	yes	double
7075	RPN5g1-SED5-TRg-5	RPN5g1	SED5-TRg-5	yes	double
7076	RPN5g1-RPL33A-TRg-1	RPN5g1	RPL33A-TRg-1	yes	double
7077	RPN5g1-RPL33A-TRg-2	RPN5g1	RPL33A-TRg-2	yes	double
7078	RPN5g1-MRPL11-TRg-2	RPN5g1	MRPL11-TRg-2	yes	double
7079	RPN5g1-RTP1-NRg-2	RPN5g1	RTP1-NRg-2	yes	double
7080	RPN5g1-NUG1-TRg-2	RPN5g1	NUG1-TRg-2	yes	double
7081	RPN5g1-VPH2-TRg-4	RPN5g1	VPH2-TRg-4	yes	double
7082	RPN5g1-COP1-NRg-3	RPN5g1	COP1-NRg-3	yes	double
7083	RPN5g1-CRM1-NRg-1	RPN5g1	CRM1-NRg-1	yes	double
7084	RPN5g1-RPL5-NRg-4	RPN5g1	RPL5-NRg-4	yes	double
7085	RPN5g1-SNU13-NRg-4	RPN5g1	SNU13-NRg-4	yes	double
7086	RPN5g1-PFS2-TRg-3	RPN5g1	PFS2-TRg-3	yes	double
7087	RPN5g1-MPP10-TRg-2	RPN5g1	MPP10-TRg-2	yes	double
7088	RPN5g1-TSR4-NRg-2	RPN5g1	TSR4-NRg-2	yes	double
7089	RPN5g1-RSC2-TRg-1	RPN5g1	RSC2-TRg-1	yes	double
7090	RPN5g1-SEC65-TRg-2	RPN5g1	SEC65-TRg-2	yes	double
7091	RPN5g1-SMI1-NRg-1	RPN5g1	SMI1-NRg-1	yes	double
7092	RPN5g1-RTT105-NRg-4	RPN5g1	RTT105-NRg-4	yes	double
7093	RPN5g1-VMA5-TRg-3	RPN5g1	VMA5-TRg-3	yes	double
7094	RPN5g1-VMA5-TRg-5	RPN5g1	VMA5-TRg-5	yes	double
7095	RPN5g1-RRP1-TRg-3	RPN5g1	RRP1-TRg-3	yes	double
7096	RPN5g1-CLC1-TRg-2	RPN5g1	CLC1-TRg-2	yes	double
7097	RPN5g1-GCD6-NRg-1	RPN5g1	GCD6-NRg-1	yes	double
7098	RPN5g1-GCD6-NRg-2	RPN5g1	GCD6-NRg-2	yes	double
7099	RPN5g1-PXR1-TRg-1	RPN5g1	PXR1-TRg-1	yes	double
7100	RPN5g1-CDC14-NRg-1	RPN5g1	CDC14-NRg-1	yes	double
7101	RPN5g1-PCF11-TRg-6	RPN5g1	PCF11-TRg-6	yes	double
7102	RPN5g1-PCF11-TRg-5	RPN5g1	PCF11-TRg-5	yes	double
7103	RPN5g1-PCF11-TRg-4	RPN5g1	PCF11-TRg-4	yes	double
7104	RPN5g1-SEC31-NRg-1	RPN5g1	SEC31-NRg-1	yes	double
7105	RPN5g1-RRP5-NRg-1	RPN5g1	RRP5-NRg-1	yes	double
7106	RPN5g1-PRE10-TRg-5	RPN5g1	PRE10-TRg-5	yes	double
7107	RPN5g1-PRE10-TRg-1	RPN5g1	PRE10-TRg-1	yes	double
7108	RPN5g1-RPS5-TRg-2	RPN5g1	RPS5-TRg-2	yes	double
7109	RPN5g1-NSP1-TRg-4	RPN5g1	NSP1-TRg-4	yes	double
7110	RPN5g1-PRP38-TRg-4	RPN5g1	PRP38-TRg-4	yes	double
7111	RPN5g1-RCF1-NRg-5	RPN5g1	RCF1-NRg-5	yes	double
7112	RPN5g1-RSC3-TRg-4	RPN5g1	RSC3-TRg-4	yes	double
7113	RPN5g1-RSC3-TRg-5	RPN5g1	RSC3-TRg-5	yes	double
7114	RPN5g1-RSC3-TRg-6	RPN5g1	RSC3-TRg-6	yes	double
7115	RPN5g1-HTA1-NRg-12	RPN5g1	HTA1-NRg-12	yes	double
7116	RPN5g1-HTA1-NRg-11	RPN5g1	HTA1-NRg-11	yes	double
7117	RPN5g1-UTP23-TRg-2	RPN5g1	UTP23-TRg-2	yes	double
7118	RPN5g1-GCD7-NRg-1	RPN5g1	GCD7-NRg-1	yes	double
7119	RPN5g1-GCD7-NRg-2	RPN5g1	GCD7-NRg-2	yes	double
7120	RPN5g1-GCD7-NRg-6	RPN5g1	GCD7-NRg-6	yes	double
7121	RPN5g1-GAL11-NRg-2	RPN5g1	GAL11-NRg-2	yes	double
